Crop,State,Season,Area-2020-21 (Lakh ha),Area-2021-22 (Lakh ha),Area-2022-23 (Lakh ha),Area-2023-24 (Lakh ha),Area-2024-25 (Lakh ha),Production-2020-21,Production-2021-22 (Lakh Tonnes),Production-2022-23  (Lakh Tonnes),Production-2023-24  (Lakh Tonnes),Production-2024-25  (Lakh Tonnes),Yield-2020-21 (Kg/ha),Yield-2021-22 (Kg/ha),Yield-2022-23 (Kg/ha),Yield-2023-24 (Kg/ha),Yield-2024-25 (Kg/ha)
Lentil,Ladakh,Rabi,,0,0,0,,,0,0,0,,,0,977,977,
Lentil,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Madhya Pradesh,Rabi,5.42,4.92,6.55,7.15,6.36,6.15,4.42,6.36,8.24,7.28,1135,899,971,1152,1145
Lentil,Maharashtra,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Manipur,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,923,963,967,970,
Lentil,Meghalaya,Rabi,0,0,,,,0,0,,,,0,0,,,
Lentil,Mizoram,Rabi,,,,,,,0,,,,,,,,
Lentil,Nagaland,Rabi,0.02,0,0,0,,0.02,0,0,0,,824,855,813,817,
Lentil,Odisha,Rabi,0.09,0.12,0.15,0.15,0.18,0.05,0.06,0.08,0.08,0.1,526,528,526,526,535
Lentil,Puducherry,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Punjab,Rabi,0.01,0.01,0.01,0,0.01,0,0,0,0,0.01,598,553,954,478,772
Lentil,Rajasthan,Rabi,0.2,0.17,0.21,0.27,0.25,0.27,0.22,0.29,0.34,0.36,1332,1326,1375,1254,1434
Lentil,Sikkim,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Tamil Nadu,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Telangana,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Tripura,Rabi,0.02,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,728,766,795,795,
Lentil,Uttar Pradesh,Rabi,4.72,4.94,5.44,5.77,6.04,4.79,4.66,5.17,5.77,6.28,1014,944,950,1000,1039
Lentil,Uttarakhand,Rabi,0.12,0.09,0.11,0.1,0.07,0.09,0.08,0.1,0.07,0.06,751,875,925,757,818
Lentil,West Bengal,Rabi,1.59,1.5,1.57,1.58,1.58,1.43,1.15,1.51,1.44,1.45,897,769,960,913,915
Lentil,Others,Rabi,,,,,0.02,,,,,0.02,,,,,872
,,,,,,,,,,,,,,,,,
Other Pulses,Andaman And Nicobar Islands,Rabi,,,,,,,,,,,,,,,
Other Pulses,Andhra Pradesh,Kharif,0.08,0.09,0.09,0.07,0.07,0.04,0.05,0.04,0.02,0.04,500,556,427,368,624
Other Pulses,Andhra Pradesh,Rabi,0.38,0.24,0.35,0.34,0.88,0.28,0.18,0.33,0.21,0.58,737,750,951,633,659
Other Pulses,Arunachal Pradesh,Kharif,0.04,0.03,0.03,0.03,,0.04,0.03,0.03,0.02,,946,965,970,952,
Other Pulses,Arunachal Pradesh,Rabi,0.05,0.05,0.05,0.06,,0.06,0.06,0.07,0.07,,1268,1270,1408,1248,
Other Pulses,Assam,Rabi,0.44,0.44,0.44,0.42,0.45,0.4,0.39,0.4,0.4,0.41,910,890,912,947,915
Other Pulses,Bihar,Kharif,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.08,0.08,877,884,884,886,850
Other Pulses,Bihar,Rabi,0.59,0.59,0.53,0.55,0.56,0.63,0.61,0.58,0.53,0.58,1069,1041,1091,964,1050
Other Pulses,Chhattisgarh,Kharif,0.29,0.24,0.22,0.19,0.16,0.12,0.1,0.08,0.07,0.06,412,410,387,390,394
Other Pulses,Chhattisgarh,Rabi,1.64,1.69,1.71,1.54,1.59,1.01,0.78,1.27,0.94,0.89,616,463,739,612,557
Other Pulses,Dadra And Nagar Haveli,Kharif,0,0,,,,0,,,,,0,0,,,
Other Pulses,Dadra And Nagar Haveli,Rabi,0,0,,,,0,,,,,0,0,,,
Other Pulses,Daman And Diu,Rabi,0,0,,,,0,,,,,0,0,,,
Other Pulses,Delhi,Kharif,,0,,,,,,,,,,0,,,
Other Pulses,Goa,Kharif,0,0,,,,0,0,,,,0,0,,,
Other Pulses,Goa,Rabi,0.04,0.04,0.04,0.04,,0.04,0.03,0.03,0.04,,976,798,886,986,
Other Pulses,Gujarat,Kharif,0.17,0.15,0.16,0.19,0.24,0.09,0.07,0.08,0.12,0.23,534,460,516,672,959
Other Pulses,Gujarat,Rabi,0.51,0.45,0.18,0.22,0.47,0.37,0.34,0.05,0.13,0.35,719,760,291,592,731
Other Pulses,Haryana,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,566,584,541,950,503
Other Pulses,Haryana,Rabi,0.03,0.05,0.03,0.02,0.02,0.03,0.06,0.03,0.02,0.03,1151,1160,1214,1214,1206
Other Pulses,Himachal Pradesh,Kharif,0.12,0.22,0.09,0.09,0.09,0.17,0.42,0.12,0.12,0.07,1426,1933,1283,1276,734
Other Pulses,Himachal Pradesh,Rabi,0.15,0.11,0.13,0.13,0.13,0.38,0.28,0.32,0.32,0.33,2592,2456,2437,2435,2501
Other Pulses,Jammu And Kashmir,Kharif,0.14,0.13,0.07,0.19,,0.09,0.08,0.06,0.09,,618,633,776,501,
Other Pulses,Jammu And Kashmir,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,741,781,919,919,
Other Pulses,Jharkhand,Kharif,0.37,0.38,0.3,0.27,0.39,0.27,0.26,0.2,0.27,0.3,718,669,680,1011,769
Other Pulses,Jharkhand,Rabi,0.8,0.84,0.71,0.7,1.1,0.85,0.84,0.73,0.76,1.24,1058,993,1029,1094,1126
Other Pulses,Karnataka,Kharif,0.95,1.07,1.03,1.54,1.87,0.56,0.53,0.51,0.84,1.02,589,495,498,542,545
Other Pulses,Karnataka,Rabi,1.45,1.51,1.11,1.07,1.29,0.92,0.93,0.67,0.64,0.8,637,615,602,599,618
Other Pulses,Kerala,Kharif,0,0,0,0,0,0,0,0,0,0,684,2500,1800,2436,1018
Other Pulses,Kerala,Rabi,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,909,1065,1128,1301,667
Other Pulses,Ladakh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,898,900,798,798,
Other Pulses,Madhya Pradesh,Kharif,0.02,0.01,,,,0,0,,,,133,267,,,
Other Pulses,Madhya Pradesh,Rabi,0.86,1.36,1.32,1.29,2.67,0.9,1.12,1.39,1.27,2.62,1047,824,1055,985,980
Other Pulses,Maharashtra,Kharif,1.23,0.79,0.81,0.62,0.71,0.9,0.68,0.75,0.47,0.75,729,867,931,760,1046
Other Pulses,Maharashtra,Rabi,1.43,1.31,1.49,1.1,1.63,0.73,0.59,0.74,0.53,0.82,513,449,501,479,501
Other Pulses,Manipur,Kharif,0.02,0.02,0.02,0.02,,0.03,0.02,0.02,0.02,,1053,950,983,900,
Other Pulses,Manipur,Rabi,0.25,0.27,0.26,0.25,,0.23,0.25,0.25,0.25,,927,936,986,983,
Other Pulses,Meghalaya,Kharif,0,0,,,,0,0,,,,0,0,,,
Other Pulses,Meghalaya,Rabi,0.05,0.05,0.05,0.05,,0.08,0.09,0.09,0.09,,1607,1612,1642,1642,
Other Pulses,Mizoram,Kharif,0.02,0.02,0.01,0.01,,0.03,0.02,0.02,0.02,,1404,1445,1200,1509,
Other Pulses,Mizoram,Rabi,0.02,0.02,0.02,0.02,,0.03,0.03,0.02,0.03,,1437,1463,1265,1660,
Other Pulses,Nagaland,Kharif,0.15,0.13,0.17,0.16,,0.18,0.16,0.21,0.2,,1252,1181,1205,1235,
Other Pulses,Nagaland,Rabi,0.18,0.11,0.13,0.14,,0.22,0.13,0.16,0.16,,1213,1181,1178,1207,
Other Pulses,Odisha,Kharif,1.52,1.74,1.62,2.02,0.4,0.8,0.89,0.87,1.05,0.18,527,515,536,519,444
Other Pulses,Odisha,Rabi,1.49,1.83,1.63,1.63,1.69,0.89,1.08,0.99,0.99,1.05,597,591,607,607,625
Other Pulses,Puducherry,Kharif,0,0,0,0,,0,0,0,0,,0,1000,750,917,
Other Pulses,Puducherry,Rabi,0,0,0,0,,0,0,0,0,,0,1000,802,900,
Other Pulses,Punjab,Kharif,,0,,,,,0,,,,,0,,,
Other Pulses,Punjab,Rabi,0.02,0.03,0.03,0,0.04,0.01,0.04,0.03,0,0.05,933,1375,1041,1250,1263
Other Pulses,Rajasthan,Kharif,10.26,11.3,8.62,9.83,9.96,3.59,2.39,4.29,3.75,4.97,350,212,498,381,499
Other Pulses,Rajasthan,Rabi,0.14,0.16,0.15,0.14,0.13,0.26,0.38,0.3,0.36,0.42,1902,2321,2008,2545,3361
Other Pulses,Sikkim,Kharif,0.02,0,,0.04,,0.02,0,,0.04,,993,0,,986,
Other Pulses,Sikkim,Rabi,,0.02,0.02,,,,0.02,0.02,,,,998,998,,
Other Pulses,Tamil Nadu,Kharif,0.81,0.75,0.75,0.72,0.7,0.6,0.53,0.54,0.49,0.4,735,704,730,680,575
Other Pulses,Tamil Nadu,Rabi,1.06,1.03,1.06,1.2,1.29,0.74,0.66,0.72,0.74,0.83,699,641,678,615,642
Other Pulses,Telangana,Kharif,0.03,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,1333,1000,730,683,803
Other Pulses,Telangana,Rabi,0.07,0.11,0.03,0.04,0.04,0.07,0.08,0.03,0.04,0.04,1000,727,902,1098,1050
Other Pulses,Tripura,Kharif,0.03,0.04,0.04,0.04,,0.03,0.03,0.03,0.03,,813,792,830,830,
Other Pulses,Tripura,Rabi,0.04,0.05,0.05,0.05,,0.03,0.04,0.04,0.04,,870,866,941,941,
Other Pulses,Uttar Pradesh,Kharif,,,,,,,,,,,,,,,
Other Pulses,Uttar Pradesh,Rabi,3.61,3.91,4.62,4.68,2.74,5.62,6.35,7.16,7.85,4.68,1557,1624,1549,1678,1710
Other Pulses,Uttarakhand,Kharif,0.28,0.27,0.27,0.25,0.26,0.29,0.31,0.28,0.26,0.27,1036,1148,1034,1006,1033
Other Pulses,Uttarakhand,Rabi,0.07,0.06,0.09,0.05,0.02,0.06,0.05,0.08,0.05,0.02,880,833,942,964,821
Other Pulses,West Bengal,Kharif,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0,0,0.04,666,662,687,683,649
Other Pulses,West Bengal,Rabi,1.14,1.08,1.1,1.08,0.98,1.4,1.14,1.35,1.29,1.17,1234,1060,1237,1191,1184
Other Pulses,Others,Kharif,,,,,0.49,,,,,0.43,,,,,873
Other Pulses,Others,Rabi,,,,,0.61,,,,,0.69,,,,,1128
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Groundnut,Andaman And Nicobar Islands,Kharif,0,0,0,,,0,0,0,,,550,545,600,,
Groundnut,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Andhra Pradesh,Kharif,7.46,7.23,4.97,2.42,2.75,5.4,3.16,3.29,1.6,2.58,724,437,661,660,937
Groundnut,Andhra Pradesh,Rabi,1.24,1.02,0.97,0.7,0.53,2.35,2,2.72,1.64,1.26,1895,1962,2807,2351,2371
Groundnut,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,990,993,939,940,
Groundnut,Arunachal Pradesh,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Assam,Kharif,,,,,,,0,,,,,,,,
Groundnut,Assam,Rabi,,,,,,,0,,,,,,,,
Groundnut,Bihar,Kharif,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,1021,1021,1021,1022,1025
Groundnut,Bihar,Rabi,,,,,,,0,,,,,,,,
Groundnut,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Chhattisgarh,Kharif,0.21,0.22,0.23,0.2,0.17,0.32,0.38,0.34,0.32,0.26,1524,1725,1499,1619,1512
Groundnut,Chhattisgarh,Rabi,,,,,,,0,,,,,,,,
Groundnut,Dadra And Nagar Haveli,Kharif,0,0,,,,0,0,,,,0,0,,,
Groundnut,Dadra And Nagar Haveli,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Goa,Kharif,0,0,0,0,,0,0,0,0,,1750,1750,2091,1833,
Groundnut,Goa,Rabi,0,0,0,0,,0,0,0,0,,2257,2040,1482,1556,
Groundnut,Gujarat,Kharif,21.01,19.27,17.09,16.35,18.95,39.91,43.58,44.08,45.08,50.49,1899,2262,2579,2757,2664
Groundnut,Gujarat,Rabi,0.61,0.61,,,,1.43,1.31,,,,2328,2162,,,
Groundnut,Gujarat,Summer,,,0.54,0.6,0.6,,,1.24,1.36,1.33,,,2295,2259,2204
Groundnut,Haryana,Kharif,0.09,0.14,0.06,0.05,0.12,0.09,0.15,0.06,0.05,0.12,1020,1044,1066,1066,1066
Groundnut,Haryana,Rabi,,,,,,,0,,,,,,,,
Groundnut,Himachal Pradesh,Kharif,0,0,0,0,0,0,0,0,0,0,955,957,950,950,951
Groundnut,Himachal Pradesh,Rabi,,,,,,,0,,,,,,,,
Groundnut,Jammu And Kashmir,Kharif,0,0,,,,0,0,,,,0,0,,,
Groundnut,Jammu And Kashmir,Rabi,,,,,,,0,,,,,,,,
Groundnut,Jharkhand,Kharif,0.26,0.26,0.22,0.24,0.25,0.28,0.3,0.26,0.29,0.31,1098,1154,1167,1236,1219
Groundnut,Jharkhand,Rabi,,,,,,,0,,,,,,,,
Groundnut,Karnataka,Kharif,4.99,3.98,2.92,2.59,2.63,4.7,2.95,2.37,1.48,2.45,941,740,812,571,930
Groundnut,Karnataka,Rabi,2.22,1.78,1.47,1,1.14,2.51,1.93,3.2,0.8,1.2,1131,1084,2180,800,1049
Groundnut,Karnataka,Summer,,,0.26,0.14,0.88,,,0.23,0.14,0.8,,,882,987,910
Groundnut,Kerala,Kharif,0,0,0,0,0,0,0,0,0,0,1291,1315,1387,1473,1378
Groundnut,Kerala,Rabi,0,0,0,0,0,0,0,0,0,0,1250,1323,1585,1528,1589
Groundnut,Kerala,Summer,,,0,0,0,,,0,0,0,,,2182,1085,1522
Groundnut,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Madhya Pradesh,Kharif,2.89,3.87,3.86,4.68,7,5.18,6.67,7.39,9.66,15.47,1791,1724,1916,2065,2210
Groundnut,Madhya Pradesh,Rabi,0.04,0.03,,,,0.06,0.04,,,,1456,1456,,,
Groundnut,Madhya Pradesh,Summer,,,0.03,0.11,0.19,,,0.04,0.16,0.28,,,1456,1459,1460
Groundnut,Maharashtra,Kharif,2.26,2.32,1.61,1.45,1.5,2.71,2.69,1.91,1.56,2.19,1197,1161,1189,1073,1457
Groundnut,Maharashtra,Rabi,0.83,0.88,,,,1.37,1.32,,,,1647,1502,,,
Groundnut,Maharashtra,Summer,,,0.49,0.81,0.98,,,0.76,1.29,1.56,,,1572,1585,1580
Groundnut,Manipur,Kharif,0.03,0.03,,,,0.03,0.02,,,,889,667,,,
Groundnut,Manipur,Rabi,0,0,,,,0,0,,,,0,0,,,
Groundnut,Manipur,Summer,,,0.03,0.03,,,,0.03,0.02,,,,863,880,
Groundnut,Meghalaya,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Meghalaya,Rabi,,0,,,,,0,,,,,0,,,
Groundnut,Mizoram,Kharif,,,,,,,0,,,,,,,,
Groundnut,Mizoram,Rabi,,,,,,,0,,,,,,,,
Groundnut,Nagaland,Kharif,0.01,0.01,0.02,0.02,,0.01,0.01,0.02,0.02,,1066,966,1043,1070,
Groundnut,Nagaland,Rabi,,,,,,,0,,,,,,,,
Groundnut,Odisha,Kharif,0.1,0.23,0.2,0.16,0.13,0.15,0.37,0.34,0.28,0.23,1490,1656,1709,1746,1692
Groundnut,Odisha,Rabi,0.29,0.24,,,,0.63,0.5,,,,2208,2136,,,
Groundnut,Odisha,Summer,,,0.24,0.28,0.31,,,0.49,0.61,0.65,,,2024,2124,2140
Groundnut,Puducherry,Kharif,0,0,0,0,,0,0,0,0,,3000,2500,2519,3000,
Groundnut,Puducherry,Rabi,0,0,0,0,,0.01,0.01,0.01,0.01,,3000,2994,3000,3000,
Groundnut,Puducherry,Summer,,,0,0,,,,0,0,,,,2970,3000,
Groundnut,Punjab,Kharif,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,1980,1985,1717,1740,1760
Groundnut,Punjab,Rabi,,,,,,,0,,,,,,,,
Groundnut,Rajasthan,Kharif,8.52,7.96,8,8.84,10.48,19.25,16.97,19.23,20.16,21.24,2259,2132,2404,2281,2026
Groundnut,Rajasthan,Rabi,0.04,0,,,,0.06,0,,,,1558,0,,,
Groundnut,Rajasthan,Summer,,,0.05,0.07,,,,0.09,0.11,,,,1803,1583,
Groundnut,Sikkim,Kharif,,0,,,,,0,,,,,0,,,
Groundnut,Sikkim,Rabi,,,,,,,0,,,,,,,,
Groundnut,Tamil Nadu,Kharif,2.71,2.49,2.28,1.97,2.01,5.78,5.67,4.83,4.17,3.94,2133,2274,2116,2116,1962
Groundnut,Tamil Nadu,Rabi,1.38,1.23,0.76,0.85,0.73,4.45,4.8,2.65,3.04,2.28,3227,3903,3491,3583,3136
Groundnut,Tamil Nadu,Summer,,,0.47,0.44,0.43,,,1.64,1.57,1.34,,,3491,3571,3136
Groundnut,Telangana,Kharif,0.15,0.12,0.08,0.1,0.1,0.24,0.26,0.19,0.28,0.22,1580,2150,2400,2832,2137
Groundnut,Telangana,Rabi,1.12,1.43,0.95,0.82,0.99,2.67,3.24,2.33,1.97,2.07,2380,2266,2452,2403,2088
Groundnut,Tripura,Kharif,0.01,0.01,0,0,,0.01,0.01,0.01,0.01,,1435,1363,1455,1455,
Groundnut,Tripura,Rabi,0.01,0.01,0.01,0.01,,0.02,0.02,0.01,0.01,,1495,1513,1507,1507,
Groundnut,Tripura,Summer,,,0,0,,,,0,0,,,,1520,1520,
Groundnut,Uttar Pradesh,Kharif,0.91,0.9,0.98,1.26,3.7,1.1,1.03,1.14,1.48,3.98,1209,1139,1168,1172,1075
Groundnut,Uttar Pradesh,Rabi,,,,,,,0,,,,,,,,
Groundnut,Uttarakhand,Kharif,0.01,0.01,0.01,0,0.01,0.02,0.02,0.01,0.01,0.02,1852,1511,1629,1596,1505
Groundnut,Uttarakhand,Rabi,,,,,,,0,,,,,,,,
Groundnut,West Bengal,Kharif,0.06,0.05,0.06,0.08,0.08,0.07,0.07,0.09,0.12,0.13,1242,1307,1532,1560,1560
Groundnut,West Bengal,Rabi,0.66,0.69,0.05,0.04,0.04,1.61,1.82,0.1,0.08,0.08,2462,2638,1954,1902,1900
Groundnut,West Bengal,Summer,,,0.67,0.73,0.73,,,1.8,2.39,2.39,,,2700,3280,3280
Groundnut,Others,Kharif,,,,,0.04,,,,,0.04,,,,,1087
Groundnut,Others,Rabi,,,,,0.01,,,,,0.02,,,,,1862
Groundnut,Others,Summer,,,,,0.03,,,,,0.03,,,,,943
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Castorseed,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Andhra Pradesh,Kharif,0.16,0.15,0.46,0.66,0.38,0.06,0.03,0.14,0.25,0.19,404,233,309,385,512
Castorseed,Arunachal Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Castorseed,Assam,Kharif,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,454,459,495,494,494
Castorseed,Bihar,Kharif,0,0,0,0,0,0,0,0,0,0,974,975,975,978,976
Castorseed,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Chhattisgarh,Kharif,,,,,,,0,,,,,,,,
Castorseed,Dadra And Nagar Haveli,Kharif,,,,,,,0,,,,,,,,
Castorseed,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Goa,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Gujarat,Kharif,6.53,6.5,7.16,7.25,6.17,13.45,14.01,16.03,15.95,13.07,2060,2155,2240,2201,2117
Castorseed,Haryana,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,850,851,789,789,1729
Castorseed,Himachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Castorseed,Jammu And Kashmir,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Jharkhand,Kharif,0,0,0,0,0.04,0,0,0,0,0.02,619,549,496,648,412
Castorseed,Karnataka,Kharif,0.04,0.02,0.03,0.04,0.03,0.04,0.02,0.02,0.01,0.02,896,918,631,199,585
Castorseed,Kerala,Kharif,,,,,,,0,,,,,,,,
Castorseed,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Madhya Pradesh,Kharif,0.01,0.02,0.01,0.02,0.02,0,0.01,0,0.01,0.01,324,378,468,482,606
Castorseed,Maharashtra,Kharif,0.1,0.03,0.03,0.04,0.02,0.04,0.01,0.01,0.01,0.01,420,300,343,301,318
Castorseed,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Meghalaya,Kharif,0,0,0,0,,0,0,0,0,,903,903,890,890,
Castorseed,Mizoram,Kharif,,,,,,,0,,,,,,,,
Castorseed,Nagaland,Kharif,0,0,0,0,,0,0,0,0,,667,1000,500,500,
Castorseed,Odisha,Kharif,0.07,0.08,0.07,0.07,0,0.04,0.05,0.04,0.04,0,633,624,635,635,656
Castorseed,Puducherry,Kharif,,,,,,,0,,,,,,,,
Castorseed,Punjab,Kharif,,,,,,,0,,,,,,,,
Castorseed,Rajasthan,Kharif,1.78,1.39,2.31,2.23,2.55,2.76,1.99,3.47,3.25,3.91,1552,1429,1503,1459,1535
Castorseed,Sikkim,Kharif,,,,,,,0,,,,,,,,
Castorseed,Tamil Nadu,Kharif,0.06,0.06,0.06,0.05,0.05,0.02,0.02,0.02,0.02,0.01,312,312,312,312,312
Castorseed,Telangana,Kharif,0.11,0.04,0.05,0.03,0.02,0.04,0.04,0.05,0.02,0.03,338,954,984,785,1053
Castorseed,Tripura,Kharif,,0,,,,,0,,,,,0,,,
Castorseed,Uttar Pradesh,Kharif,,,,,,,0,,,,,,,,
Castorseed,Uttarakhand,Kharif,,,,,,,0,,,,,,,,
Castorseed,West Bengal,Kharif,0,0,,,,0,0,,,,0,0,,,
Castorseed,Others,Kharif,,,,,0,,,,,0,,,,,879
,,,,,,,,,,,,,,,,,
Sesamum,Andaman And Nicobar Islands,Kharif,0,0,0,,,0,0,0,,,600,667,450,,
Sesamum,Andhra Pradesh,Kharif,0.36,0.4,0.17,0.06,0.08,0.09,0.09,0.03,0.01,0.02,242,215,180,170,222
Sesamum,Andhra Pradesh,Rabi,,,0.16,0.25,0.2,,,0.05,0.11,0.07,,,329,425,331
Sesamum,Arunachal Pradesh,Kharif,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,,900,904,896,897,
Sesamum,Assam,Kharif,0.12,0.12,,0.12,0.12,0.08,0.08,,0.08,0.08,674,677,,683,698
Sesamum,Assam,Rabi,,,0.14,,,,,0.1,,,,,707,,
Sesamum,Assam,Summer,,,,0.04,0.04,,,,0.03,0.03,,,,731,731
Sesamum,Bihar,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,874,874,878,877,877
Sesamum,Bihar,Rabi,,,0,0.01,0,,,0,0.01,0,,,875,878,876
Sesamum,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Chhattisgarh,Kharif,0.14,0.15,0.14,0.13,0.12,0.06,0.07,0.07,0.05,0.06,446,478,493,402,476
Sesamum,Dadra And Nagar Haveli,Kharif,0,0,,,,0,0,,,,0,0,,,
Sesamum,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Goa,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Gujarat,Kharif,1.74,2.09,0.72,0.58,0.49,0.82,1.34,0.37,0.31,0.22,473,641,509,526,450
Sesamum,Gujarat,Summer,,,1.24,1.15,1.17,,,1.07,1.13,1.01,,,863,985,860
Sesamum,Haryana,Kharif,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0,0,450,448,566,566,566
Sesamum,Himachal Pradesh,Kharif,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0,0,0,293,295,290,293,295
Sesamum,Jammu And Kashmir,Kharif,0.03,0.03,0.04,0.04,,0.01,0.01,0.02,0.02,,402,402,378,413,
Sesamum,Jammu And Kashmir,Rabi,,,0,0,,,,0,0,,,,453,453,
Sesamum,Jharkhand,Kharif,0.06,0.05,0.04,0.03,0.04,0.02,0.02,0.02,0.01,0.02,389,418,437,409,413
Sesamum,Karnataka,Kharif,0.22,0.31,0.2,0.18,0.27,0.2,0.23,0.13,0.14,0.19,921,754,650,780,697
Sesamum,Kerala,Kharif,0.01,0.01,0,0,0,0,0,0,0,0,248,270,1000,757,850
Sesamum,Kerala,Rabi,,,0,0,0,,,0,0,0,,,500,350,537
Sesamum,Kerala,Summer,,,0,0,0,,,0,0,0,,,498,1016,535
Sesamum,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Madhya Pradesh,Kharif,4.24,2.91,2.89,2.36,2.73,1.95,1.22,1.46,1.22,1.49,460,420,504,519,545
Sesamum,Maharashtra,Kharif,0.29,0.28,0.06,0.04,0.04,0.07,0.06,0.01,0.01,0.01,227,209,262,236,269
Sesamum,Maharashtra,Rabi,,,0.02,0.01,0.02,,,0.01,0.01,0.01,,,338,693,319
Sesamum,Maharashtra,Summer,,,0.03,0.22,0.3,,,0.01,0.04,0.12,,,183,179,392
Sesamum,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Meghalaya,Kharif,0.02,0.02,,,,0.02,0.02,,,,937,941,,,
Sesamum,Meghalaya,Rabi,,,0.02,0.02,,,,0.02,0.02,,,,942,942,
Sesamum,Mizoram,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,749,608,700,678,
Sesamum,Nagaland,Kharif,0.04,0.01,0.01,0.02,,0.02,0.01,0.01,0.01,,619,495,597,619,
Sesamum,Odisha,Kharif,0.21,0.24,0.13,0.11,0.1,0.05,0.06,0.04,0.03,0.03,247,248,309,269,300
Sesamum,Odisha,Summer,,,0.07,0.12,0.11,,,0.02,0.02,0.02,,,215,207,217
Sesamum,Puducherry,Kharif,0,0.01,0,0,,0,0,0,0,,814,914,1000,1000,
Sesamum,Puducherry,Rabi,,,0,0,,,,0,0,,,,1000,1000,
Sesamum,Puducherry,Summer,,,0.01,0,,,,0.01,0,,,,955,792,
Sesamum,Punjab,Kharif,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,384,361,345,380,394
